,host_since,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,extra_people,minimum_nights,maximum_nights
8886,20161121.0,-33.9118050517649,151.1174067433681,3.0,1.0,1.0,2.0,57.0,40.0,25.0,1.0,1125.0
8887,20150418.0,-33.946525799774435,151.2541123385163,2.0,1.0,1.0,1.0,55.0,0.0,25.0,49.0,49.0
8888,20150926.0,-33.805383669508394,151.28447448338724,1.0,1.0,1.0,1.0,61.0,0.0,0.0,5.0,14.0
8889,20161121.0,-33.87815363682403,151.21023484089574,2.0,1.0,1.0,1.0,150.0,115.0,25.0,3.0,1125.0
8890,20150909.0,-33.87824590841321,151.27157334503644,2.0,1.0,1.0,1.0,150.0,150.0,0.0,3.0,1125.0
8891,20141225.0,-33.88312594488153,151.20261402010632,6.0,1.0,2.0,2.0,189.0,0.0,30.0,1.0,90.0
8892,20130709.0,-33.88599347705759,151.1729274110166,3.0,1.0,2.0,2.0,150.0,150.0,0.0,7.0,1125.0
8893,20161121.0,-33.87896931308549,151.21538358664228,2.0,1.0,1.0,1.0,80.0,40.0,0.0,2.0,10.0
8894,20160509.0,-33.8796132160862,151.12260070263025,2.0,1.5,1.0,1.0,59.0,0.0,0.0,5.0,35.0
8895,20161114.0,-33.879940815452315,151.19121215906867,2.0,1.0,1.0,1.0,111.0,50.0,0.0,2.0,1125.0
8896,20151109.0,-33.88889621442603,151.26960396402617,2.0,1.0,0.0,1.0,160.0,150.0,0.0,5.0,1125.0
8897,20161121.0,-33.88727589234825,151.21324231832128,2.0,1.0,1.0,1.0,190.0,60.0,0.0,2.0,1125.0
8898,20161120.0,-34.05018564184434,151.14822025904758,4.0,1.0,2.0,3.0,190.0,0.0,0.0,2.0,90.0
8899,20161122.0,-33.90121508678152,151.16742663304495,2.0,1.0,1.0,1.0,50.0,0.0,0.0,2.0,1125.0
8900,20160128.0,-33.79109591813618,151.28750605733578,2.0,1.0,1.0,1.0,80.0,0.0,20.0,2.0,21.0
8901,20130216.0,-33.888162944285625,151.2465028964486,2.0,1.0,1.0,1.0,120.0,0.0,0.0,5.0,1125.0
8902,20140424.0,-33.844787234060554,151.21396981657102,6.0,1.0,2.0,2.0,155.0,104.0,16.0,1.0,21.0
8903,20161122.0,-33.780864589254925,151.128513191233,6.0,2.0,3.0,1.0,175.0,0.0,0.0,4.0,21.0
8904,20140117.0,-33.799690388331214,151.27984193912368,2.0,1.0,1.0,1.0,181.0,90.0,0.0,14.0,1117.0
8905,20160118.0,-33.882860544796074,151.21806412572874,2.0,1.0,1.0,1.0,100.0,0.0,0.0,5.0,34.0
8906,20150128.0,-33.703492158919694,151.28852599512766,4.0,1.0,2.0,2.0,85.0,0.0,0.0,2.0,1125.0
8907,20160322.0,-33.90916717360531,151.21051659882397,2.0,1.0,1.0,1.0,94.0,0.0,0.0,2.0,1125.0
8908,20160612.0,-33.918852042810144,150.92202505706902,5.0,1.0,1.0,1.0,150.0,10.0,50.0,1.0,1125.0
8909,20151126.0,-33.827095804891044,151.0853376529083,2.0,1.0,1.0,3.0,94.0,0.0,0.0,1.0,7.0
8910,20151012.0,-33.89320119950644,151.26198536964074,2.0,1.0,1.0,1.0,100.0,0.0,0.0,2.0,1125.0
8911,20160215.0,-33.89647649321022,151.1990109109904,2.0,1.0,1.0,1.0,75.0,0.0,20.0,3.0,5.0
8912,20141108.0,-33.89106622182868,151.20720693876052,2.0,2.0,1.0,1.0,61.0,60.0,15.0,3.0,25.0
8913,20150813.0,-33.876161969286265,151.2109492992941,4.0,1.0,1.0,2.0,155.0,60.0,35.0,2.0,18.0
8914,20150615.0,-33.956629243459055,151.05374196639514,1.0,1.0,1.0,1.0,40.0,20.0,0.0,1.0,28.0
8915,20161122.0,-33.87350159594993,151.2214746021075,2.0,1.0,0.0,1.0,112.0,90.0,0.0,3.0,1125.0
8916,20160930.0,-33.8751554115304,151.19678097290318,2.0,1.0,0.0,1.0,150.0,95.0,0.0,4.0,1124.0
8917,20161122.0,-33.89911615201416,151.2524440382075,2.0,1.0,1.0,1.0,80.0,60.0,0.0,2.0,1125.0
8918,20150805.0,-33.888386146719604,151.23466733495883,2.0,2.0,1.0,1.0,47.0,0.0,0.0,3.0,25.0
8919,20160724.0,-33.90266547700241,151.19274690682698,2.0,1.0,1.0,1.0,150.0,0.0,0.0,8.0,1125.0
8920,20151018.0,-33.79840705168681,151.07671374176564,1.0,2.5,1.0,1.0,32.0,10.0,0.0,2.0,1125.0
8921,20111125.0,-33.885794569132784,151.27837287489984,2.0,1.0,1.0,1.0,125.0,50.0,0.0,5.0,25.0
8922,20130830.0,-33.8739371778532,151.2042120009963,4.0,1.0,0.0,2.0,164.0,79.0,19.0,1.0,1124.0
8923,20160204.0,-33.91281308651732,151.2449789967531,2.0,1.0,1.0,1.0,105.0,0.0,0.0,7.0,32.0
8924,20110905.0,-33.895159193751795,151.18802485034334,2.0,1.0,1.0,1.0,129.0,30.0,0.0,1.0,90.0
8925,20160910.0,-33.88603186637449,151.2147896749696,2.0,1.0,1.0,1.0,80.0,0.0,15.0,2.0,1125.0
8926,20130810.0,-33.89425597601304,151.2010338719767,2.0,2.0,1.0,1.0,85.0,0.0,0.0,1.0,21.0
8927,20150521.0,-33.90464622602967,151.1731814371569,2.0,1.0,1.0,1.0,80.0,7.0,0.0,1.0,20.0
8928,20161123.0,-33.89372616943786,151.25070614597422,2.0,1.0,1.0,1.0,85.0,0.0,0.0,20.0,1125.0
8929,20161123.0,-33.85434622072226,151.15419600730206,1.0,0.5,1.0,1.0,100.0,135.0,67.0,1.0,1125.0
8930,20161123.0,-33.88763215862451,151.21669775105983,2.0,2.0,1.0,1.0,73.0,0.0,0.0,7.0,1125.0
8931,20140926.0,-33.87803793125341,151.22550434522404,2.0,2.0,1.0,1.0,111.0,40.0,20.0,2.0,1125.0
8932,20161123.0,-33.89005581728181,151.2806221558629,2.0,2.0,2.0,1.0,120.0,40.0,20.0,1.0,1125.0
8933,20151128.0,-33.882033362361376,151.2138040190101,4.0,2.0,2.0,2.0,170.0,50.0,0.0,2.0,1125.0
8934,20120526.0,-33.884141306296804,151.26833288426658,4.0,1.0,1.0,1.0,120.0,0.0,0.0,1.0,30.0
8935,20130918.0,-33.89060139712852,151.20479259304494,2.0,1.0,1.0,1.0,111.0,15.0,0.0,5.0,25.0
8936,20121022.0,-33.895311074394705,151.2509028579556,1.0,1.0,1.0,1.0,73.0,150.0,0.0,14.0,28.0
8937,20161023.0,-33.784187311584695,151.1140555032531,2.0,0.5,1.0,1.0,49.0,20.0,0.0,2.0,1125.0
8938,20140120.0,-33.894460274680604,151.26538671493594,2.0,1.0,1.0,1.0,88.0,20.0,0.0,7.0,40.0
8939,20150513.0,-33.849252033211584,151.2169256918928,2.0,1.0,1.0,1.0,90.0,15.0,15.0,1.0,1125.0
8940,20160710.0,-33.806030669694685,151.20870077509485,2.0,1.0,1.0,1.0,53.0,0.0,0.0,1.0,1125.0
8941,20120523.0,-33.87631056497343,151.24120011534362,2.0,1.0,1.0,1.0,191.0,200.0,0.0,5.0,1125.0
8942,20140707.0,-33.89649569594513,151.27103816022574,2.0,0.5,1.0,1.0,150.0,20.0,0.0,4.0,1125.0
8943,20150810.0,-34.04126995891073,151.1184907163646,2.0,1.0,1.0,1.0,67.0,60.0,10.0,1.0,28.0
8944,20161121.0,-33.91269331941921,151.11872805900688,3.0,1.0,1.0,2.0,67.0,40.0,25.0,1.0,1125.0
8945,20160703.0,-33.88341080795007,151.22533697353606,2.0,1.0,0.0,1.0,111.0,0.0,0.0,3.0,1125.0
8946,20161124.0,-33.83363698653252,151.07403245488618,2.0,1.0,1.0,1.0,135.0,0.0,0.0,21.0,21.0
8947,20151126.0,-33.907281119837954,151.23595897647624,2.0,1.0,1.0,1.0,70.0,20.0,0.0,1.0,1125.0
8948,20140114.0,-33.794645652778286,151.28287609294884,2.0,1.0,1.0,1.0,55.0,40.0,0.0,2.0,30.0
8949,20160128.0,-33.792770651366666,151.2854421929579,2.0,1.0,1.0,1.0,80.0,0.0,20.0,5.0,31.0
8950,20161124.0,-33.80276541577376,151.20350931585634,4.0,1.0,2.0,2.0,100.0,45.0,50.0,2.0,13.0
8951,20151124.0,-33.90507435079496,151.20209068957396,1.0,1.0,1.0,1.0,35.0,0.0,0.0,1.0,1125.0
8952,20161124.0,-33.827938547581525,151.18721155898658,2.0,1.0,1.0,1.0,94.0,30.0,15.0,2.0,1125.0
8953,20161123.0,-33.84958985847269,151.21663629793122,4.0,1.0,2.0,2.0,144.0,115.0,28.0,1.0,30.0
8954,20161124.0,-33.86620732373588,151.16718925313816,2.0,1.0,1.0,1.0,55.0,0.0,0.0,2.0,25.0
8955,20161116.0,-33.90070813271421,151.1937748822501,2.0,1.0,1.0,1.0,80.0,50.0,0.0,2.0,1125.0
8956,20150517.0,-33.888303360513,151.26799353021812,2.0,1.0,1.0,1.0,100.0,20.0,10.0,3.0,1125.0
8957,20161124.0,-33.71775008233232,151.2951873802693,5.0,1.0,2.0,3.0,150.0,0.0,0.0,14.0,90.0
8958,20161124.0,-33.729612442100176,151.30025269070342,3.0,1.0,2.0,2.0,120.0,0.0,30.0,1.0,1125.0
8959,20161124.0,-33.913125823215,151.19927007124062,1.0,1.0,1.0,1.0,65.0,0.0,15.0,50.0,1125.0
8960,20160921.0,-33.891590472458894,151.2735708719702,1.0,1.0,1.0,1.0,50.0,0.0,0.0,3.0,3.0
8961,20140820.0,-33.91804578463891,151.2256326049609,2.0,1.0,0.0,1.0,125.0,60.0,0.0,7.0,30.0
8962,20131213.0,-33.791187610600524,151.2846071948621,2.0,0.0,1.0,1.0,70.0,60.0,0.0,2.0,1125.0
8963,20110826.0,-33.79420967755106,151.28435798305955,1.0,1.0,1.0,1.0,84.0,50.0,0.0,1.0,1125.0
8964,20160816.0,-33.905595363558405,151.21389364416672,2.0,1.0,1.0,1.0,129.0,0.0,0.0,1.0,1125.0
8965,20120322.0,-33.841407782406286,151.22701291238883,2.0,1.0,1.0,1.0,94.0,0.0,15.0,2.0,10.0
8966,20150202.0,-33.82682115710564,151.07813665281813,2.0,1.0,1.0,1.0,55.0,15.0,0.0,1.0,7.0
8967,20161125.0,-33.869903142267205,151.22213975368166,3.0,2.0,1.0,1.0,181.0,48.0,0.0,1.0,14.0
8968,20161125.0,-33.902893553714,151.1374834469629,4.0,1.0,2.0,2.0,171.0,66.0,0.0,3.0,1125.0
8969,20161125.0,-33.86998655122027,151.22744321281647,2.0,1.0,1.0,1.0,191.0,50.0,100.0,2.0,7.0
8970,20140608.0,-33.821631942748525,151.2423583999904,2.0,1.0,1.0,1.0,78.0,60.0,0.0,2.0,20.0
8971,20131022.0,-33.892847781748536,151.21302859010453,2.0,1.0,1.0,1.0,55.0,10.0,55.0,1.0,1125.0
8972,20150607.0,-33.88497605357833,151.19740997989962,2.0,1.0,1.0,1.0,61.0,30.0,0.0,2.0,1125.0
8973,20161125.0,-33.7980732583217,151.27924074201803,1.0,1.0,1.0,0.0,61.0,0.0,0.0,1.0,1125.0
8974,20140818.0,-33.64376305240036,151.30927360877374,4.0,1.0,1.0,3.0,100.0,40.0,35.0,2.0,1125.0
8975,20120920.0,-33.8897205527943,151.2715053032539,2.0,1.0,0.0,1.0,160.0,70.0,0.0,1.0,35.0
8976,20151012.0,-33.74402477491531,151.15614554536836,5.0,1.5,3.0,4.0,133.0,150.0,0.0,10.0,15.0
8977,20150405.0,-33.88323213199184,151.21495948297152,2.0,1.0,1.0,1.0,84.0,35.0,0.0,3.0,1125.0
8978,20120305.0,-33.884914988628914,151.1998997971451,4.0,1.0,1.0,2.0,190.0,75.0,20.0,21.0,90.0
8979,20151101.0,-33.871750614436024,151.19396368305362,2.0,1.0,1.0,2.0,129.0,50.0,30.0,3.0,30.0
8980,20130130.0,-33.88664910429737,151.27710219209482,2.0,1.0,2.0,2.0,105.0,90.0,0.0,21.0,79.0
8981,20111016.0,-33.94323829232325,151.25812311179578,2.0,1.0,1.0,1.0,97.0,60.0,0.0,1.0,1125.0
8982,20150115.0,-33.90352493068358,151.18518296909718,3.0,1.0,1.0,2.0,115.0,85.0,0.0,2.0,1125.0
8983,20160607.0,-33.87382818478003,151.072489795717,5.0,3.0,3.0,3.0,181.0,0.0,0.0,3.0,30.0
8984,20160219.0,-33.93093998202388,151.19875586631863,1.0,2.0,1.0,1.0,125.0,0.0,0.0,2.0,1125.0
8985,20131226.0,-33.909725489417035,151.24713877562212,4.0,2.0,2.0,4.0,98.0,50.0,0.0,21.0,1125.0
8986,20161126.0,-33.878237456860255,151.27518605827748,2.0,1.0,1.0,2.0,55.0,0.0,0.0,7.0,10.0
8987,20140416.0,-33.90501637428746,151.20954055515594,2.0,1.0,1.0,1.0,100.0,0.0,0.0,2.0,21.0
8988,20161126.0,-33.913621332885555,151.25810627601447,2.0,1.0,1.0,1.0,61.0,0.0,0.0,1.0,10.0
8989,20160503.0,-33.885927695774825,151.1587736003209,4.0,2.0,2.0,2.0,57.0,0.0,30.0,6.0,30.0
8990,20161126.0,-33.78130165829995,151.2686244021154,2.0,1.0,1.0,1.0,70.0,80.0,0.0,7.0,50.0
8991,20150305.0,-33.805975180646,151.17461760783772,2.0,1.0,1.0,1.0,80.0,60.0,0.0,1.0,110.0
8992,20101210.0,-33.758930392385544,151.29236187937045,3.0,1.0,1.0,1.0,80.0,40.0,15.0,1.0,40.0
8993,20141203.0,-33.84596714623773,151.21151050616132,2.0,1.0,1.0,1.0,90.0,6.0,0.0,3.0,1125.0
8994,20161109.0,-33.91834639795988,151.24661291048045,2.0,1.0,1.0,1.0,100.0,0.0,0.0,1.0,1125.0
8995,20161127.0,-33.873961968050864,151.22560852008874,2.0,1.0,0.0,1.0,100.0,0.0,0.0,7.0,14.0
8996,20140628.0,-33.877339202115714,151.21298151109923,2.0,1.0,1.0,1.0,115.0,30.0,0.0,3.0,100.0
8997,20161127.0,-33.93054536298309,151.15219889452058,2.0,1.0,1.0,1.0,63.0,0.0,0.0,10.0,32.0
8998,20160804.0,-33.89009994436445,151.26656167437696,1.0,1.0,1.0,1.0,63.0,0.0,0.0,24.0,24.0
8999,20150210.0,-33.788598304679844,151.1265743509421,2.0,1.5,1.0,1.0,51.0,75.0,15.0,5.0,99.0
9000,20161123.0,-33.763387457875,150.99296190563538,2.0,1.0,1.0,1.0,67.0,30.0,9.0,3.0,1125.0
9001,20150712.0,-33.87054629242507,151.19853381384948,2.0,2.0,1.0,1.0,115.0,14.0,0.0,1.0,28.0
9002,20160501.0,-33.89351547430461,151.2466129762796,2.0,1.0,1.0,1.0,94.0,0.0,0.0,14.0,22.0
9003,20130704.0,-33.876069123823434,151.22358270911297,2.0,1.0,0.0,1.0,160.0,0.0,0.0,5.0,100.0
9004,20160906.0,-33.928400623496906,151.2329029990522,2.0,2.0,1.0,1.0,50.0,0.0,10.0,14.0,42.0
9005,20141225.0,-33.79192504614641,151.2447048885194,2.0,1.0,1.0,1.0,100.0,50.0,0.0,2.0,4.0
9006,20150226.0,-33.89372504209072,151.27127320982606,3.0,1.0,1.0,1.0,181.0,50.0,0.0,1.0,7.0
9007,20160203.0,-33.948782014295524,151.22641549333068,1.0,1.0,1.0,1.0,58.0,40.0,0.0,1.0,1125.0
9008,20160522.0,-33.88833874662528,151.20953061761548,2.0,1.0,1.0,1.0,59.0,15.0,20.0,5.0,1125.0
9009,20161127.0,-33.930682915839405,151.1550928756629,4.0,1.0,1.0,3.0,140.0,20.0,20.0,1.0,1125.0
9010,20140902.0,-33.81459521587178,151.24179319895183,2.0,1.0,2.0,3.0,150.0,225.0,100.0,8.0,37.0
9011,20130904.0,-33.86850785840164,151.22481313853118,2.0,1.0,1.0,1.0,120.0,75.0,0.0,5.0,1125.0
9012,20140420.0,-33.9113537698697,151.2056211645307,2.0,1.0,1.0,1.0,70.0,30.0,0.0,1.0,1125.0
9013,20130325.0,-33.918631936673385,151.22566032854968,1.0,1.0,1.0,1.0,23.0,0.0,23.0,1.0,1125.0
9014,20151222.0,-33.83230048495461,151.24309955666152,1.0,1.0,1.0,1.0,57.0,0.0,0.0,5.0,19.0
9015,20161128.0,-33.94158388146121,151.25611406609258,1.0,1.0,1.0,1.0,65.0,0.0,11.0,28.0,31.0
9016,20160108.0,-33.91447495827638,151.03696570713225,4.0,2.0,2.0,1.0,80.0,0.0,0.0,2.0,1125.0
9017,20150110.0,-33.83754236643448,151.2087831284655,2.0,1.5,1.0,1.0,67.0,35.0,10.0,2.0,20.0
9018,20150423.0,-33.911993881439024,151.14203415826495,2.0,1.0,1.0,1.0,49.0,0.0,0.0,2.0,28.0
9019,20161123.0,-33.90882799181843,151.24749248431723,2.0,1.0,1.0,1.0,90.0,25.0,0.0,4.0,1125.0
9020,20111110.0,-33.900347062641146,151.15876477327558,2.0,1.5,1.0,1.0,40.0,0.0,15.0,4.0,30.0
9021,20160529.0,-33.87412533674923,151.2047108607691,1.0,2.0,1.0,1.0,35.0,0.0,0.0,7.0,1125.0
9022,20160124.0,-33.89704509917142,151.17371049785368,2.0,1.0,1.0,1.0,53.0,0.0,25.0,2.0,30.0
9023,20130822.0,-33.89293674749176,151.26231191771632,2.0,1.0,1.0,1.0,75.0,110.0,0.0,3.0,30.0
9024,20160124.0,-33.89735485854115,151.17458328131383,1.0,1.0,1.0,1.0,49.0,0.0,0.0,2.0,31.0
9025,20160124.0,-33.89912361360623,151.17436131735815,1.0,1.0,1.0,1.0,53.0,0.0,25.0,2.0,33.0
9026,20150506.0,-33.89321029532193,151.26363652712269,2.0,1.0,1.0,1.0,85.0,50.0,25.0,2.0,1125.0
9027,20160905.0,-33.819032495656536,151.19602990195057,2.0,1.0,1.0,1.0,98.0,115.0,25.0,2.0,1125.0
9028,20150720.0,-33.89738319901557,151.27281057304208,1.0,1.0,1.0,1.0,40.0,40.0,69.0,3.0,1120.0
9029,20160513.0,-33.63130697386539,151.32562072335267,2.0,1.5,1.0,1.0,119.0,0.0,0.0,2.0,7.0
9030,20160313.0,-33.891862732154266,151.25910045737743,2.0,1.0,1.0,1.0,139.0,0.0,0.0,4.0,11.0
9031,20150618.0,-33.68043391200271,151.29815983136191,2.0,1.0,1.0,2.0,82.0,30.0,30.0,1.0,1124.0
9032,20140326.0,-33.79368980829128,151.28379472627478,4.0,1.0,1.0,2.0,80.0,100.0,0.0,7.0,27.0
9033,20140924.0,-33.91377258566382,151.14258776391168,1.0,1.0,1.0,1.0,30.0,0.0,6.0,5.0,30.0
9034,20150221.0,-33.881080942348554,151.18965090661425,2.0,2.0,1.0,4.0,74.0,0.0,0.0,14.0,17.0
9035,20131231.0,-33.900483791720525,151.16298780681552,2.0,1.5,1.0,1.0,85.0,20.0,25.0,3.0,14.0
9036,20160828.0,-33.90123454648732,151.17138217571627,2.0,2.0,1.0,1.0,100.0,0.0,0.0,1.0,1125.0
9037,20141022.0,-33.89691081443386,151.26846923704431,1.0,1.0,1.0,1.0,125.0,0.0,0.0,2.0,1125.0
9038,20120826.0,-33.89412466311342,151.1995178557152,2.0,1.0,1.0,1.0,100.0,0.0,0.0,4.0,1125.0
9039,20131008.0,-33.908923431755206,151.17920455443834,4.0,1.0,2.0,2.0,82.0,80.0,25.0,2.0,1125.0
9040,20161127.0,-33.90497961796616,151.18987304702213,2.0,1.0,1.0,1.0,85.0,0.0,0.0,2.0,14.0
9041,20151129.0,-33.89752538228287,151.15609193289285,5.0,2.0,2.0,4.0,150.0,0.0,45.0,1.0,1125.0
9042,20150617.0,-33.82699847445325,151.20720741276128,2.0,1.0,1.0,1.0,55.0,35.0,10.0,3.0,25.0
9043,20161129.0,-33.85998035866384,151.2788518204107,2.0,2.0,1.0,1.0,44.0,30.0,0.0,7.0,45.0
9044,20140830.0,-33.92243817857061,151.2452714377581,4.0,1.0,2.0,3.0,120.0,0.0,0.0,2.0,30.0
9045,20151016.0,-33.91070976196003,151.20680403795703,2.0,2.0,1.0,1.0,61.0,29.0,30.0,1.0,1125.0
9046,20151015.0,-33.93601561916529,151.1493768740121,1.0,1.0,1.0,1.0,59.0,8.0,10.0,1.0,30.0
9047,20161106.0,-33.97138155769886,151.10098493586398,2.0,1.0,1.0,2.0,50.0,30.0,7.0,7.0,56.0
9048,20130518.0,-33.79366515252779,151.26171779572906,4.0,1.0,2.0,2.0,160.0,0.0,0.0,9.0,21.0
9049,20160113.0,-33.912147585287464,151.18134513638682,4.0,2.0,2.0,2.0,150.0,25.0,0.0,1.0,1125.0
9050,20150717.0,-33.878552062833826,151.2156772548316,1.0,3.0,1.0,1.0,69.0,40.0,0.0,2.0,1125.0
9051,20161129.0,-33.88445390644689,151.20843588205582,2.0,1.0,1.0,1.0,169.0,50.0,0.0,1.0,1125.0
9052,20161129.0,-33.92264732923751,151.25568832748385,2.0,1.0,1.0,1.0,85.0,0.0,10.0,6.0,17.0
9053,20130617.0,-33.89080042634277,151.2607040822814,2.0,1.5,1.0,1.0,61.0,0.0,0.0,5.0,1125.0
9054,20130707.0,-33.89071519857165,151.20687316641053,2.0,2.0,1.0,1.0,85.0,20.0,0.0,3.0,20.0
9055,20150614.0,-33.787929837937895,151.2819789481972,2.0,1.5,1.0,1.0,94.0,42.0,0.0,1.0,1125.0
9056,20160301.0,-33.845909862860346,151.2035774235474,2.0,1.0,1.0,1.0,195.0,120.0,400.0,2.0,30.0
9057,20160105.0,-33.9003493953288,151.21329067108243,2.0,1.0,1.0,1.0,127.0,40.0,15.0,1.0,1125.0
9058,20141024.0,-33.809085274706575,151.00484187507806,1.0,1.0,1.0,0.0,55.0,0.0,0.0,14.0,20.0
9059,20161129.0,-33.88737028453777,151.27549766453032,2.0,1.0,1.0,1.0,73.0,50.0,20.0,2.0,1125.0
9060,20141116.0,-33.88863720850379,151.26215677086887,2.0,1.0,1.0,1.0,59.0,0.0,20.0,1.0,1125.0
9061,20141216.0,-33.888661551255524,151.20572029046048,2.0,1.0,1.0,1.0,120.0,75.0,0.0,2.0,1125.0
9062,20130810.0,-33.87872378258625,151.2155867350491,2.0,1.0,1.0,1.0,111.0,70.0,19.0,3.0,1125.0
9063,20160909.0,-33.83205940344341,151.24166841094402,2.0,1.0,1.0,1.0,90.0,20.0,0.0,5.0,31.0
9064,20151121.0,-33.87743110870274,151.20815677772057,2.0,1.0,1.0,1.0,129.0,31.0,0.0,2.0,5.0
9065,20150817.0,-33.930370475446985,151.15362299547704,2.0,1.0,1.0,1.0,75.0,10.0,0.0,3.0,14.0
9066,20161130.0,-33.79175995100689,151.10097393917934,1.0,1.0,1.0,1.0,36.0,0.0,0.0,30.0,365.0
9067,20161130.0,-33.970510701177766,151.10714185487015,2.0,1.0,1.0,1.0,55.0,18.0,8.0,1.0,30.0
9068,20150315.0,-33.863286276255344,151.17391356430844,2.0,1.0,1.0,1.0,100.0,120.0,40.0,3.0,180.0
9069,20160309.0,-33.89148567846693,151.18484228437853,7.0,1.0,2.0,2.0,160.0,95.0,35.0,1.0,1125.0
9070,20161130.0,-33.94142099010597,151.23446271498662,2.0,1.5,1.0,2.0,75.0,10.0,0.0,1.0,1125.0
9071,20161128.0,-33.88030121588001,151.09686696235696,1.0,1.0,1.0,1.0,80.0,35.0,0.0,2.0,28.0
9072,20161009.0,-33.78983479037071,151.26266463163387,4.0,1.0,2.0,2.0,129.0,0.0,0.0,3.0,1125.0
9073,20140415.0,-33.89759881177752,151.2146929713347,2.0,1.0,1.0,1.0,65.0,0.0,0.0,4.0,14.0
9074,20151018.0,-33.77743928542273,151.28778774612985,4.0,1.0,2.0,2.0,100.0,40.0,0.0,2.0,1125.0
9075,20160915.0,-33.62715603106267,151.3177625897555,4.0,1.0,1.0,3.0,160.0,116.0,0.0,1.0,1125.0
9076,20161130.0,-33.93262616192485,151.2579998183469,4.0,1.0,2.0,2.0,117.0,150.0,0.0,10.0,17.0
9077,20151202.0,-33.68082034870997,151.28687726491037,5.0,2.0,2.0,3.0,152.0,0.0,0.0,3.0,5.0
9078,20121229.0,-33.876829356297435,151.21581526195712,2.0,1.5,1.0,1.0,61.0,0.0,0.0,7.0,14.0
9079,20140412.0,-33.920985923955996,151.2461115599871,2.0,1.0,1.0,1.0,61.0,0.0,0.0,2.0,5.0
9080,20161130.0,-33.88393997118727,151.27331751357858,2.0,1.0,1.0,1.0,125.0,0.0,0.0,7.0,1125.0
9081,20160520.0,-33.752909281358576,151.29543773802394,2.0,1.0,1.0,1.0,185.0,45.0,50.0,2.0,1125.0
9082,20160721.0,-33.900655477647966,151.2601447978365,2.0,1.0,1.0,1.0,75.0,0.0,20.0,4.0,1125.0
9083,20160606.0,-33.890057643838546,151.26974864557744,2.0,1.0,1.0,1.0,90.0,0.0,0.0,2.0,1125.0
9084,20160304.0,-33.85421935793402,151.03516172942258,2.0,2.0,1.0,1.0,35.0,0.0,15.0,1.0,30.0
9085,20151014.0,-33.91751138799383,151.26037304108627,4.0,1.0,1.0,3.0,85.0,55.0,35.0,2.0,150.0
9086,20161130.0,-33.740153649973514,151.1308408547109,3.0,1.0,1.0,2.0,102.0,35.0,15.0,1.0,1125.0
9087,20160113.0,-33.92254326586806,151.18949861217737,1.0,1.0,1.0,1.0,40.0,0.0,10.0,1.0,1125.0
9088,20150225.0,-33.901523451802646,151.19937602296258,2.0,1.0,1.0,1.0,85.0,0.0,0.0,10.0,15.0
9089,20161201.0,-33.891051432820746,151.19800570983318,2.0,2.0,1.0,1.0,80.0,25.0,10.0,3.0,1125.0
9090,20140601.0,-33.796167351165316,151.2854367950598,3.0,1.0,1.0,2.0,190.0,100.0,30.0,1.0,1125.0
9091,20161202.0,-33.79748381099771,151.28441292681003,2.0,1.0,1.0,2.0,175.0,0.0,0.0,2.0,9.0
9092,20150310.0,-33.92869369770217,151.14924282530495,4.0,2.0,2.0,2.0,150.0,100.0,50.0,3.0,1125.0
9093,20161010.0,-33.871398295320766,151.08891054153767,2.0,1.0,1.0,2.0,65.0,50.0,35.0,2.0,1125.0
9094,20161202.0,-33.88920318420805,151.26566326280678,2.0,1.0,1.0,1.0,138.0,40.0,0.0,14.0,23.0
9095,20151018.0,-33.79698472952102,151.0773207476615,2.0,2.5,1.0,2.0,35.0,10.0,20.0,1.0,1125.0
9096,20161202.0,-33.917285981006174,151.24627759512032,1.0,1.0,1.0,1.0,61.0,20.0,0.0,14.0,21.0
9097,20130106.0,-33.84757155108765,151.1379492420061,4.0,1.0,2.0,2.0,187.0,75.0,0.0,2.0,37.0
9098,20150717.0,-33.80845478007388,151.01689748555148,1.0,1.5,1.0,1.0,43.0,39.0,10.0,1.0,1125.0
9099,20161202.0,-33.86866559215861,151.09610779179658,2.0,2.0,1.0,1.0,61.0,15.0,0.0,2.0,15.0
9100,20140610.0,-33.86848751337023,151.22619485743087,2.0,1.0,1.0,1.0,189.0,80.0,0.0,1.0,30.0
9101,20160520.0,-33.95212676186469,151.10271068852202,2.0,1.0,1.0,1.0,40.0,68.0,34.0,1.0,1125.0
9102,20161130.0,-33.78880909789523,151.0812149805263,1.0,1.0,1.0,1.0,30.0,0.0,0.0,60.0,365.0
9103,20161202.0,-33.871976153649065,151.2260708376714,1.0,3.0,1.0,1.0,40.0,0.0,0.0,2.0,11.0
9104,20150120.0,-33.89027735541133,151.2048242260624,4.0,1.0,1.0,2.0,175.0,80.0,20.0,2.0,31.0
9105,20141126.0,-33.88767964744421,151.27641322849112,2.0,2.0,1.0,1.0,89.0,0.0,0.0,4.0,100.0
9106,20130813.0,-33.89330322001831,151.24799126370104,3.0,1.0,2.0,2.0,129.0,40.0,0.0,2.0,1125.0
9107,20161202.0,-33.77382517630032,151.2861425822904,2.0,1.0,0.0,1.0,97.0,0.0,0.0,2.0,14.0
9108,20150907.0,-33.891637522352234,151.25212946586868,4.0,2.0,1.0,2.0,129.0,0.0,40.0,3.0,1125.0
