,host_since,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,extra_people,minimum_nights,maximum_nights
4785,20151203.0,-33.88334421598842,151.21754529523398,2.0,1.0,1.0,1.0,120.0,0.0,0.0,3.0,1125.0
4786,20150817.0,-33.91538365464157,151.2267047606305,4.0,1.0,2.0,2.0,124.0,0.0,0.0,1.0,1125.0
4787,20130909.0,-33.8890693628129,151.2658083171524,3.0,1.0,0.0,2.0,111.0,100.0,50.0,4.0,1125.0
4788,20140923.0,-33.89698267921474,151.09611654783112,8.0,1.0,3.0,7.0,98.0,170.0,22.0,2.0,1124.0
4789,20151203.0,-33.89147556783002,151.19699184296243,2.0,1.0,1.0,1.0,50.0,0.0,0.0,2.0,1125.0
4790,20110701.0,-33.895892328295425,151.2113759820405,2.0,1.0,1.0,1.0,120.0,50.0,0.0,14.0,1125.0
4791,20151203.0,-33.77830643103395,151.28802437603727,4.0,1.0,1.0,3.0,150.0,50.0,25.0,2.0,1125.0
4792,20130822.0,-33.89643156188872,151.26785364387874,4.0,1.0,2.0,3.0,190.0,200.0,0.0,1.0,1125.0
4793,20111201.0,-33.836826862078546,151.21866142074273,2.0,1.0,1.0,1.0,98.0,85.0,0.0,4.0,1125.0
4794,20151203.0,-33.8460654885087,151.20260971193628,4.0,1.0,1.0,1.0,111.0,250.0,10.0,4.0,1125.0
4795,20141012.0,-33.89190475234018,151.2709794973432,2.0,1.0,1.0,1.0,119.0,0.0,0.0,1.0,1125.0
4796,20151204.0,-33.86802720276849,151.19067211031955,2.0,1.0,1.0,1.0,75.0,95.0,45.0,1.0,10.0
4797,20151113.0,-33.88881287275947,151.2303413975225,2.0,1.0,1.0,1.0,160.0,50.0,0.0,7.0,16.0
4798,20150622.0,-33.937564663323954,151.1426593232694,6.0,1.0,3.0,4.0,150.0,150.0,30.0,3.0,1125.0
4799,20151112.0,-33.92129760217253,151.1903348986289,2.0,1.0,1.0,1.0,71.0,0.0,0.0,25.0,1125.0
4800,20151204.0,-33.8414610217608,151.2149841295034,1.0,1.0,0.0,1.0,65.0,40.0,0.0,5.0,1125.0
4801,20151006.0,-33.89292034863865,151.1872737474444,2.0,1.0,1.0,1.0,80.0,40.0,0.0,1.0,1125.0
4802,20140723.0,-33.885122168135496,151.2281817294843,2.0,1.0,0.0,1.0,98.0,0.0,0.0,5.0,1125.0
4803,20150212.0,-33.923064221270195,151.24416563278862,2.0,1.0,1.0,1.0,98.0,40.0,0.0,2.0,30.0
4804,20130704.0,-33.874507043483185,151.18437658124492,2.0,1.0,1.0,1.0,129.0,0.0,0.0,5.0,180.0
4805,20151204.0,-33.944127599760556,151.2404177995713,4.0,1.5,3.0,3.0,140.0,0.0,0.0,1.0,1125.0
4806,20120828.0,-33.88854191947753,151.28530007374158,2.0,1.0,1.0,1.0,121.0,50.0,48.0,2.0,28.0
4807,20151204.0,-33.89053884139677,151.2098268398842,2.0,1.0,1.0,1.0,80.0,0.0,10.0,1.0,2.0
4808,20151204.0,-33.89300142322661,151.21436186202445,1.0,1.0,1.0,1.0,49.0,40.0,20.0,2.0,14.0
4809,20120909.0,-33.89618816470283,151.2111673981905,4.0,1.0,1.0,2.0,175.0,50.0,0.0,7.0,1125.0
4810,20151204.0,-33.73078903786302,151.1047875166,1.0,0.5,1.0,1.0,44.0,0.0,0.0,1.0,1125.0
4811,20130201.0,-33.73218669761653,151.2985840436986,2.0,1.0,1.0,1.0,94.0,18.0,0.0,2.0,1125.0
4812,20151204.0,-33.898711370089224,151.17712406615462,4.0,1.0,1.0,2.0,175.0,65.0,25.0,3.0,1125.0
4813,20150612.0,-33.89166005781808,151.27105729819203,2.0,2.0,1.0,1.0,98.0,40.0,60.0,1.0,1125.0
4814,20121125.0,-33.93062322805946,151.1940312641339,2.0,1.0,1.0,1.0,70.0,20.0,10.0,1.0,30.0
4815,20151205.0,-33.92708611083724,151.25064249339124,3.0,1.0,2.0,2.0,140.0,80.0,0.0,7.0,33.0
4816,20131226.0,-33.88424163638258,151.27230134991945,3.0,1.0,1.0,1.0,98.0,100.0,10.0,2.0,90.0
4817,20151202.0,-33.88810260898762,151.2769447284414,2.0,1.0,1.0,1.0,181.0,0.0,0.0,1.0,1125.0
4818,20150325.0,-33.893108493084924,151.2699793521333,2.0,1.0,1.0,1.0,50.0,30.0,0.0,7.0,18.0
4819,20151205.0,-33.89319959099661,151.1756182614467,2.0,1.0,1.0,1.0,70.0,0.0,0.0,1.0,1125.0
4820,20150523.0,-33.893355176363784,151.28370312066323,2.0,1.0,1.0,1.0,80.0,0.0,0.0,1.0,4.0
4821,20130424.0,-33.89038340811889,151.23068648189692,3.0,1.0,1.0,2.0,78.0,0.0,30.0,7.0,1125.0
4822,20151205.0,-33.86424370418096,151.2076399802047,3.0,1.0,0.0,0.0,85.0,146.0,29.0,1.0,500.0
4823,20151205.0,-33.749430854246114,151.28822117724002,2.0,1.0,1.0,1.0,69.0,0.0,0.0,1.0,1125.0
4824,20150315.0,-33.78185224024751,151.18031661789982,3.0,1.0,1.0,1.0,135.0,75.0,30.0,3.0,1125.0
4825,20151205.0,-33.914700679604614,151.24037231695203,2.0,1.0,1.0,1.0,70.0,75.0,0.0,2.0,1125.0
4826,20130627.0,-33.875193543099535,151.17112576196647,2.0,2.5,1.0,1.0,65.0,20.0,15.0,2.0,1125.0
4827,20150816.0,-33.877491453785034,151.2592225433493,4.0,1.0,2.0,4.0,150.0,20.0,50.0,1.0,1125.0
4828,20130710.0,-33.88949016633774,151.28051846842038,2.0,1.0,1.0,1.0,181.0,0.0,0.0,14.0,1125.0
4829,20131118.0,-33.940812128049586,151.24096071097773,2.0,1.0,1.0,1.0,140.0,0.0,0.0,14.0,1125.0
4830,20151205.0,-33.62940093708976,151.3219287764993,5.0,1.0,2.0,3.0,150.0,85.0,40.0,2.0,90.0
4831,20151205.0,-33.91193110858533,151.23979625713483,2.0,1.0,1.0,1.0,100.0,90.0,0.0,10.0,16.0
4832,20151205.0,-33.87560095818654,151.22631256682453,2.0,1.0,1.0,1.0,112.0,50.0,20.0,1.0,1125.0
4833,20140106.0,-33.89662536179286,151.151945734529,1.0,1.0,1.0,1.0,40.0,10.0,0.0,1.0,10.0
4834,20130406.0,-33.89405005985878,151.21554330233627,2.0,1.0,1.0,1.0,94.0,30.0,10.0,4.0,1125.0
4835,20151206.0,-33.91609629624358,151.22631593046273,1.0,1.0,1.0,1.0,80.0,0.0,0.0,1.0,1125.0
4836,20151206.0,-33.79577679672316,151.28846019727362,1.0,0.5,1.0,1.0,80.0,0.0,0.0,1.0,1125.0
4837,20150103.0,-33.90554201026454,151.1840985661149,2.0,1.0,1.0,1.0,75.0,0.0,0.0,2.0,7.0
4838,20140821.0,-33.782780077460586,151.28709139774168,2.0,1.0,1.0,1.0,111.0,50.0,0.0,7.0,1125.0
4839,20140724.0,-33.903293163492535,151.17146629591983,2.0,1.0,1.0,1.0,75.0,0.0,0.0,2.0,1125.0
4840,20140918.0,-33.87361007792215,151.1831773126825,2.0,1.0,1.0,1.0,100.0,50.0,0.0,3.0,1125.0
4841,20140928.0,-33.880200323090925,151.22209391074333,4.0,1.0,1.0,3.0,150.0,100.0,0.0,2.0,1125.0
4842,20151120.0,-33.92593246819207,151.25841782902856,2.0,1.0,1.0,1.0,142.0,0.0,0.0,4.0,1125.0
4843,20141008.0,-33.93460108834497,151.2566559895699,1.0,1.0,1.0,2.0,70.0,10.0,0.0,3.0,21.0
4844,20140625.0,-33.9019085054877,151.19551163574582,2.0,1.0,1.0,1.0,150.0,30.0,0.0,3.0,1125.0
4845,20111010.0,-33.89709037310988,151.15514676930667,2.0,1.0,1.0,1.0,75.0,0.0,0.0,5.0,1125.0
4846,20120910.0,-33.86003872469354,151.16576922542487,2.0,2.0,1.0,1.0,140.0,20.0,0.0,2.0,1125.0
4847,20151206.0,-33.85229178389311,151.1349428062501,2.0,1.0,1.0,1.0,80.0,0.0,0.0,1.0,1125.0
4848,20151203.0,-33.87717326004549,151.27709909542392,6.0,1.0,3.0,3.0,160.0,100.0,0.0,7.0,1125.0
4849,20151206.0,-33.83199463109009,151.084671843191,2.0,1.0,1.0,1.0,105.0,0.0,0.0,1.0,1125.0
4850,20130211.0,-33.868412665817665,151.12269343777876,7.0,2.0,3.0,5.0,186.0,240.0,49.0,2.0,1125.0
4851,20130211.0,-33.86689075664906,151.12121197215396,2.0,1.0,1.0,1.0,98.0,40.0,49.0,1.0,1125.0
4852,20141009.0,-33.90087821021593,151.20860238139696,2.0,1.0,1.0,1.0,85.0,60.0,40.0,4.0,30.0
4853,20140531.0,-33.86759222450575,151.20824919669755,2.0,1.0,1.0,1.0,146.0,125.0,0.0,3.0,42.0
4854,20151125.0,-33.884627877212836,151.2761312955265,2.0,1.0,1.0,1.0,125.0,50.0,0.0,2.0,1125.0
4855,20151206.0,-33.739409930245984,151.0440601661422,4.0,3.0,3.0,2.0,164.0,0.0,0.0,10.0,1125.0
4856,20110813.0,-33.778544455361946,151.28289245800786,3.0,1.5,2.0,1.0,105.0,0.0,0.0,4.0,1125.0
4857,20151206.0,-33.85186549799323,151.13747436658917,2.0,1.0,1.0,1.0,189.0,0.0,0.0,3.0,1125.0
4858,20150121.0,-33.88932773280767,151.26515197822764,2.0,1.0,3.0,3.0,50.0,20.0,20.0,1.0,1125.0
4859,20151206.0,-33.885285358143285,151.23158110039043,2.0,2.0,1.0,1.0,80.0,0.0,0.0,3.0,1125.0
4860,20130731.0,-33.88569545885562,151.27353140781858,2.0,1.5,1.0,1.0,75.0,0.0,0.0,2.0,1125.0
4861,20151206.0,-33.89285430342936,151.26621651348597,2.0,1.0,1.0,1.0,150.0,0.0,0.0,1.0,1125.0
4862,20150821.0,-33.7525173849219,151.231511507202,3.0,2.0,1.0,3.0,59.0,70.0,25.0,1.0,1125.0
4863,20151206.0,-33.81241123221129,151.1057676188434,2.0,1.0,1.0,1.0,62.0,50.0,0.0,3.0,1125.0
4864,20140206.0,-33.886992974586924,151.2718699144449,2.0,1.0,1.0,1.0,98.0,45.0,0.0,3.0,60.0
4865,20151206.0,-33.88243479588118,151.22187441982692,2.0,1.0,1.0,1.0,89.0,60.0,0.0,2.0,1125.0
4866,20151206.0,-33.7828527382798,151.11368666907862,2.0,2.5,1.0,5.0,50.0,0.0,0.0,1.0,1125.0
4867,20151206.0,-33.87130944504769,151.08973609145332,1.0,1.0,1.0,1.0,30.0,0.0,0.0,4.0,1125.0
4868,20151206.0,-33.83639426469595,151.21333037653443,2.0,1.0,2.0,1.0,115.0,0.0,0.0,2.0,1125.0
4869,20151201.0,-33.903549147906425,151.22352497491846,1.0,1.0,1.0,1.0,55.0,0.0,20.0,2.0,1125.0
4870,20151206.0,-33.90970993184047,151.236975467336,2.0,1.0,1.0,1.0,100.0,25.0,0.0,3.0,1125.0
4871,20151206.0,-33.93453770406579,151.10971707428723,2.0,1.0,1.0,1.0,44.0,0.0,10.0,1.0,1125.0
4872,20151207.0,-33.876716665713445,151.21473390711486,2.0,1.0,1.0,1.0,61.0,0.0,0.0,1.0,1125.0
4873,20141116.0,-33.88774634715709,151.2018171622983,4.0,1.0,1.0,1.0,120.0,0.0,50.0,1.0,1125.0
4874,20151207.0,-33.873056422978216,151.22712486966813,2.0,1.0,1.0,1.0,160.0,100.0,0.0,7.0,1125.0
4875,20151207.0,-33.90097350504471,151.2008559134816,2.0,1.5,1.0,1.0,82.0,0.0,0.0,1.0,1125.0
4876,20151207.0,-33.91981087923439,151.2502188706759,1.0,1.0,1.0,1.0,40.0,0.0,0.0,14.0,1125.0
4877,20151207.0,-33.88549120964004,151.2750540182814,2.0,1.0,1.0,1.0,129.0,0.0,0.0,7.0,30.0
4878,20140325.0,-33.793081092468945,151.27708624843117,4.0,1.0,2.0,2.0,160.0,50.0,100.0,2.0,1125.0
4879,20121130.0,-33.943815520145314,151.2498579604046,5.0,1.0,2.0,4.0,150.0,0.0,0.0,3.0,1125.0
4880,20140922.0,-33.904480567154344,151.20821936056518,2.0,1.5,1.0,1.0,195.0,0.0,0.0,3.0,7.0
4881,20140104.0,-33.88309792714846,151.21302115478468,2.0,2.0,1.0,1.0,147.0,0.0,0.0,5.0,1125.0
4882,20151207.0,-33.888534314759376,151.2732993607506,2.0,1.0,1.0,1.0,129.0,80.0,0.0,6.0,1125.0
4883,20140616.0,-33.87758113907713,151.21153139979168,2.0,1.0,1.0,1.0,195.0,50.0,0.0,3.0,1125.0
4884,20140217.0,-33.89333583220875,151.2842193856705,2.0,1.0,1.0,1.0,90.0,0.0,0.0,2.0,15.0
4885,20151207.0,-33.892835020452374,151.2705037100385,2.0,2.0,1.0,1.0,100.0,0.0,0.0,4.0,1125.0
4886,20140723.0,-33.88981452752826,151.21399123169917,2.0,1.0,1.0,1.0,94.0,15.0,25.0,1.0,1125.0
4887,20151207.0,-33.761078551435425,150.99728025504982,2.0,1.0,1.0,1.0,69.0,15.0,30.0,1.0,1125.0
4888,20151207.0,-33.80530220092676,151.16564007173218,2.0,1.0,1.0,1.0,97.0,50.0,0.0,1.0,1125.0
4889,20121203.0,-33.87598845985815,151.21307471281006,4.0,1.0,1.0,1.0,121.0,70.0,30.0,3.0,1125.0
4890,20151207.0,-33.88229048665661,151.23532949106402,2.0,1.0,1.0,1.0,117.0,0.0,0.0,1.0,1125.0
4891,20140720.0,-33.88534737409848,151.21084961234982,2.0,1.0,1.0,1.0,120.0,60.0,0.0,2.0,1125.0
4892,20151021.0,-33.89374529386465,151.27198246232632,1.0,1.0,1.0,1.0,40.0,70.0,15.0,16.0,60.0
4893,20150527.0,-33.90713429001381,151.26391317590915,2.0,1.0,1.0,1.0,150.0,0.0,0.0,1.0,1125.0
4894,20141215.0,-33.887402773231685,151.2725183336473,2.0,1.0,0.0,1.0,150.0,0.0,0.0,3.0,1125.0
4895,20121119.0,-33.89773433351213,151.14171208454152,3.0,1.0,1.0,2.0,100.0,0.0,0.0,1.0,1125.0
4896,20121029.0,-33.892936463812504,151.18611682076752,2.0,1.0,0.0,1.0,125.0,70.0,0.0,2.0,1124.0
4897,20151207.0,-33.96866440088315,151.1021604229025,1.0,1.5,1.0,1.0,58.0,0.0,0.0,2.0,120.0
4898,20150620.0,-33.901380508425994,151.21468649995091,1.0,2.0,1.0,1.0,36.0,9.0,0.0,1.0,1125.0
4899,20150813.0,-33.89224468987268,151.26544249680626,2.0,1.0,1.0,1.0,70.0,0.0,0.0,3.0,1125.0
4900,20151206.0,-33.88212906371417,151.28150806748752,2.0,1.0,1.0,1.0,129.0,0.0,0.0,3.0,9.0
4901,20140512.0,-33.91552435870956,151.14556249189482,2.0,1.0,1.0,1.0,54.0,0.0,20.0,7.0,1125.0
4902,20140911.0,-33.88569835973984,151.27847771988183,2.0,1.0,1.0,1.0,61.0,25.0,25.0,1.0,1125.0
4903,20150228.0,-33.89219690516582,151.23129028353046,4.0,1.0,2.0,2.0,160.0,45.0,0.0,2.0,1125.0
4904,20151207.0,-33.893238419701035,151.26791865260566,3.0,1.0,2.0,2.0,150.0,0.0,0.0,6.0,18.0
4905,20151208.0,-33.7972353136544,151.27760843864516,2.0,1.0,1.0,1.0,70.0,20.0,20.0,2.0,1125.0
4906,20150620.0,-33.89916819954567,151.21550052429382,1.0,1.0,1.0,1.0,57.0,15.0,15.0,1.0,1125.0
4907,20151208.0,-33.896223805772074,151.1811136189504,1.0,1.0,1.0,1.0,50.0,0.0,0.0,5.0,1125.0
4908,20150815.0,-33.90178882385481,151.20307325139413,4.0,2.0,2.0,2.0,140.0,90.0,100.0,2.0,1125.0
4909,20140212.0,-33.90955664432048,151.12121047968046,5.0,1.0,2.0,3.0,164.0,50.0,50.0,3.0,5.0
4910,20150910.0,-33.89380907010965,151.21594003133578,2.0,1.0,1.0,1.0,85.0,0.0,0.0,1.0,1125.0
4911,20150604.0,-33.834306207792885,151.14916250138054,6.0,1.0,2.0,2.0,107.0,25.0,30.0,2.0,1125.0
4912,20140105.0,-33.871537583666395,151.27459692023382,4.0,1.0,1.0,1.0,129.0,0.0,0.0,5.0,1125.0
4913,20120227.0,-33.88602242707572,151.21361189192845,2.0,1.0,1.0,1.0,67.0,0.0,0.0,10.0,30.0
4914,20151208.0,-33.89126417363702,151.17877559560998,2.0,1.0,1.0,1.0,111.0,0.0,0.0,1.0,1125.0
4915,20151208.0,-33.784729652662165,151.26090867629551,2.0,2.0,1.0,2.0,70.0,0.0,0.0,15.0,1125.0
4916,20151208.0,-33.969511235009826,151.1019364652678,2.0,1.0,1.0,1.0,75.0,0.0,20.0,1.0,1125.0
4917,20140711.0,-33.890601398595194,151.26902706175355,5.0,1.0,3.0,4.0,150.0,99.0,0.0,7.0,26.0
4918,20150616.0,-33.88272692422297,151.23515052113822,2.0,1.0,1.0,1.0,150.0,0.0,0.0,3.0,1125.0
4919,20151208.0,-33.89270568958498,151.25950907489192,2.0,1.0,2.0,2.0,160.0,0.0,0.0,1.0,1125.0
4920,20141105.0,-33.91172480053003,151.22025952943574,2.0,2.5,1.0,1.0,65.0,50.0,0.0,7.0,14.0
4921,20141022.0,-33.877697522688024,151.2157303264796,1.0,2.0,1.0,1.0,55.0,10.0,0.0,1.0,1125.0
4922,20150506.0,-33.842928472400985,151.20523534215545,2.0,1.0,1.0,2.0,100.0,20.0,50.0,5.0,1125.0
4923,20140803.0,-33.9040517671654,151.26028284824238,1.0,1.0,1.0,1.0,59.0,0.0,0.0,1.0,1125.0
4924,20150228.0,-33.92403238887345,151.1933813029759,2.0,1.0,1.0,1.0,61.0,50.0,40.0,4.0,14.0
4925,20140402.0,-33.87400093508553,151.22007559031996,1.0,1.0,1.0,1.0,140.0,100.0,0.0,7.0,1125.0
4926,20151208.0,-33.96413103888812,151.08780437035583,2.0,1.0,1.0,1.0,50.0,0.0,0.0,3.0,30.0
4927,20140811.0,-33.892070157022445,151.25526012503957,2.0,1.0,1.0,1.0,100.0,50.0,25.0,1.0,1125.0
4928,20151207.0,-33.87430789341506,151.20773224896368,2.0,1.0,1.0,1.0,70.0,0.0,0.0,1.0,1125.0
4929,20151209.0,-33.90948493950475,151.20133166768386,2.0,1.5,1.0,1.0,61.0,40.0,10.0,2.0,1125.0
4930,20121209.0,-33.882721354781275,151.21319203031726,2.0,1.0,1.0,1.0,55.0,30.0,0.0,2.0,1125.0
4931,20150603.0,-33.890205487670876,151.27967199551642,4.0,1.0,1.0,2.0,94.0,25.0,0.0,1.0,1125.0
4932,20150919.0,-33.95860021076972,151.15281572533542,2.0,2.0,2.0,1.0,120.0,0.0,0.0,3.0,10.0
4933,20150731.0,-33.89119319727533,151.20844508677303,2.0,1.0,1.0,1.0,140.0,0.0,0.0,1.0,1125.0
4934,20130621.0,-33.782129129545524,151.28368643212931,4.0,1.0,2.0,2.0,181.0,0.0,0.0,4.0,1125.0
4935,20111118.0,-33.888995270278244,151.27276902395286,2.0,1.0,0.0,1.0,85.0,0.0,0.0,1.0,1125.0
4936,20150912.0,-33.80088832666745,151.28983517840422,2.0,1.0,1.0,1.0,150.0,75.0,0.0,3.0,30.0
4937,20150306.0,-33.896116285511646,151.2691497538428,2.0,1.0,1.0,1.0,90.0,30.0,0.0,1.0,1125.0
4938,20150524.0,-33.876472789237035,151.2153845525329,1.0,2.0,1.0,1.0,119.0,0.0,0.0,1.0,1125.0
4939,20140430.0,-33.802763541511304,151.28821222962517,1.0,1.0,1.0,1.0,111.0,60.0,40.0,3.0,7.0
4940,20140816.0,-33.87520325056178,151.22236184073088,2.0,1.0,1.0,1.0,111.0,100.0,0.0,7.0,1125.0
4941,20130930.0,-33.88951074268261,151.2714813443205,1.0,1.0,1.0,1.0,70.0,0.0,0.0,4.0,7.0
4942,20151207.0,-33.77027121843112,150.89549899708706,2.0,1.0,1.0,1.0,63.0,0.0,0.0,1.0,1125.0
4943,20140501.0,-33.897735472653196,151.27377279560758,1.0,1.0,1.0,1.0,120.0,70.0,0.0,3.0,1125.0
4944,20151209.0,-33.8841731011754,151.21420756507854,2.0,2.5,1.0,1.0,120.0,80.0,0.0,1.0,1125.0
4945,20140921.0,-33.88265216886244,151.2039249582273,3.0,1.0,0.0,1.0,111.0,0.0,0.0,2.0,1125.0
4946,20140121.0,-33.872512164532836,151.22815135702018,3.0,1.0,1.0,1.0,140.0,50.0,30.0,5.0,1125.0
4947,20120917.0,-33.83552255938502,151.219263812073,2.0,2.0,1.0,1.0,90.0,30.0,0.0,4.0,1125.0
4948,20151209.0,-33.82971529711701,151.0751993643841,2.0,1.0,1.0,2.0,65.0,90.0,0.0,1.0,1125.0
4949,20140413.0,-34.03146727791275,151.10359524151463,5.0,2.0,3.0,3.0,160.0,85.0,10.0,2.0,1125.0
4950,20151028.0,-33.89297863392078,151.2654180296418,2.0,1.0,1.0,1.0,61.0,50.0,50.0,3.0,1125.0
4951,20150321.0,-33.89324610941509,151.18029768302569,3.0,1.0,1.0,2.0,65.0,0.0,10.0,1.0,100.0
4952,20140613.0,-33.87475391388991,151.22345017769698,1.0,1.5,1.0,1.0,80.0,25.0,0.0,3.0,35.0
4953,20131206.0,-33.92294848369833,151.19346436661678,4.0,1.0,2.0,4.0,75.0,70.0,50.0,2.0,1125.0
4954,20121108.0,-33.872127946734516,151.18103184210204,1.0,1.0,1.0,1.0,102.0,35.0,20.0,3.0,1125.0
4955,20140122.0,-33.878596244950835,151.21430772183575,2.0,1.0,1.0,1.0,70.0,40.0,0.0,2.0,1125.0
4956,20150216.0,-33.817564585138435,151.00498949456536,2.0,1.0,1.0,1.0,94.0,30.0,30.0,2.0,1125.0
4957,20131213.0,-33.89455949275977,151.26846580881198,4.0,1.0,2.0,2.0,111.0,90.0,0.0,2.0,1125.0
4958,20151206.0,-33.872445378525555,151.0887590215483,1.0,1.0,1.0,1.0,34.0,0.0,0.0,4.0,1125.0
4959,20140502.0,-33.88303056079813,151.21474464827187,2.0,1.0,1.0,1.0,111.0,20.0,0.0,3.0,1125.0
4960,20140813.0,-33.94254845503421,151.25562223668263,2.0,1.0,1.0,2.0,80.0,30.0,0.0,1.0,1125.0
4961,20140502.0,-33.91318235190553,151.25300745367795,4.0,1.0,2.0,2.0,120.0,60.0,0.0,5.0,1125.0
4962,20151210.0,-33.752115763372785,151.28984172665238,2.0,1.0,1.0,1.0,70.0,0.0,0.0,5.0,24.0
4963,20151210.0,-33.818540826325645,151.24638159005983,2.0,1.0,1.0,1.0,111.0,60.0,0.0,1.0,1125.0
4964,20130116.0,-33.94463043220823,151.25763018491762,2.0,1.0,1.0,1.0,89.0,10.0,0.0,1.0,1125.0
4965,20130517.0,-33.89304386895297,151.21456328283998,2.0,1.0,0.0,1.0,90.0,50.0,0.0,2.0,1125.0
4966,20141211.0,-33.896758363878625,151.1783899860295,2.0,1.0,1.0,1.0,85.0,0.0,0.0,1.0,1125.0
4967,20120608.0,-33.90564467777807,151.18210693622186,4.0,2.0,2.0,2.0,160.0,75.0,0.0,7.0,1125.0
4968,20140815.0,-33.76998565340815,151.28018686250826,2.0,1.0,1.0,1.0,150.0,50.0,0.0,5.0,1125.0
4969,20141219.0,-33.77097031734558,151.07215438172167,2.0,1.0,1.0,2.0,50.0,0.0,0.0,1.0,365.0
4970,20110725.0,-33.87765658596983,151.2217436612303,2.0,1.0,1.0,1.0,100.0,40.0,0.0,3.0,1125.0
4971,20140428.0,-33.889497188023604,151.2756459488324,2.0,2.5,1.0,3.0,150.0,50.0,0.0,1.0,1125.0
4972,20140420.0,-33.88759964136519,151.21777617237905,2.0,1.0,1.0,1.0,80.0,0.0,0.0,1.0,1125.0
4973,20141126.0,-33.88622339386956,151.23395979212913,2.0,2.0,1.0,1.0,90.0,0.0,0.0,1.0,1125.0
4974,20130710.0,-33.91947526026792,151.2575111550277,4.0,1.0,2.0,2.0,170.0,280.0,0.0,2.0,1125.0
4975,20151206.0,-33.892977745024965,151.1909007269151,1.0,1.0,1.0,1.0,59.0,0.0,0.0,5.0,1125.0
4976,20151211.0,-33.918058898404674,151.2554347568064,2.0,1.0,1.0,1.0,70.0,0.0,0.0,1.0,1125.0
4977,20150316.0,-33.915217969648324,151.25641919988496,2.0,1.0,0.0,1.0,98.0,79.0,0.0,3.0,45.0
4978,20140830.0,-33.89537712687742,151.27114318187282,2.0,1.0,1.0,1.0,70.0,25.0,40.0,1.0,30.0
4979,20151115.0,-33.92918056339473,151.20389462785886,2.0,1.0,1.0,1.0,43.0,0.0,0.0,2.0,1125.0
4980,20141202.0,-33.893618233475735,151.20251611756285,2.0,1.0,1.0,1.0,65.0,50.0,0.0,10.0,1125.0
4981,20150915.0,-33.88764169158734,151.2693855228754,2.0,1.0,1.0,1.0,88.0,83.0,0.0,4.0,1125.0
4982,20130731.0,-33.89205217687801,151.1982815774227,4.0,1.0,2.0,2.0,179.0,60.0,0.0,15.0,24.0
4983,20150607.0,-33.88019060613601,151.210922694658,3.0,1.0,1.0,2.0,146.0,55.0,0.0,3.0,6.0
4984,20150315.0,-33.78352857115576,151.17834361672774,1.0,1.0,1.0,1.0,75.0,25.0,0.0,2.0,1125.0
4985,20121213.0,-33.90788953185633,151.23646900164394,3.0,2.0,2.0,2.0,115.0,0.0,0.0,1.0,1125.0
4986,20140623.0,-33.89399883590889,151.26234331148083,2.0,1.0,0.0,1.0,150.0,50.0,0.0,1.0,21.0
4987,20151211.0,-33.90754838302653,151.1760297579241,2.0,1.5,1.0,1.0,50.0,0.0,0.0,10.0,1125.0
4988,20151211.0,-33.78220582700205,151.27684604852587,2.0,1.0,0.0,1.0,140.0,35.0,25.0,1.0,1125.0
4989,20120723.0,-33.881624561213535,151.21596913028813,2.0,1.0,1.0,1.0,100.0,0.0,25.0,3.0,9.0
4990,20151008.0,-33.886072673840765,151.27423669788024,3.0,1.0,1.0,1.0,100.0,50.0,0.0,2.0,1124.0
4991,20130531.0,-33.88494233307225,151.21881758165574,2.0,1.5,1.0,1.0,85.0,30.0,0.0,2.0,1125.0
4992,20151101.0,-33.70482252386131,151.30038264303974,3.0,1.0,1.0,2.0,181.0,95.0,45.0,1.0,62.0
4993,20140108.0,-33.87022373751285,151.23910820756652,2.0,1.0,1.0,2.0,57.0,25.0,20.0,1.0,1125.0
4994,20150617.0,-33.95864518565353,151.13895063082938,4.0,1.0,2.0,2.0,164.0,50.0,0.0,10.0,1125.0
4995,20151212.0,-33.886633984111825,151.27128674667662,2.0,1.0,1.0,1.0,150.0,60.0,0.0,2.0,1125.0
4996,20131209.0,-33.90303354662902,151.2429010215919,4.0,1.0,2.0,2.0,189.0,50.0,10.0,4.0,1125.0
4997,20121128.0,-33.89032191037303,151.19726506519163,2.0,1.0,1.0,1.0,59.0,0.0,15.0,5.0,1125.0
4998,20140930.0,-33.886173176369155,151.21471132865943,2.0,1.0,0.0,1.0,120.0,50.0,0.0,4.0,1125.0
4999,20140108.0,-33.87031319385459,151.24046511575384,4.0,1.0,2.0,3.0,100.0,0.0,0.0,5.0,1125.0
5000,20150825.0,-33.86168212514263,151.28258733018706,6.0,1.0,1.0,5.0,61.0,50.0,25.0,1.0,1125.0
5001,20120827.0,-33.80198777130822,151.29303983149785,3.0,1.0,1.0,1.0,195.0,70.0,0.0,2.0,1125.0
5002,20151006.0,-33.75429825136437,151.28717606937963,1.0,1.0,1.0,1.0,59.0,50.0,0.0,5.0,1125.0
5003,20151212.0,-33.69965488821872,151.30702181382472,2.0,1.0,0.0,1.0,150.0,50.0,0.0,2.0,1125.0
5004,20151212.0,-33.891183962043826,151.17737740887438,2.0,1.0,1.0,1.0,65.0,10.0,15.0,5.0,1125.0
5005,20120411.0,-33.87648051475531,151.21805277842347,2.0,1.0,1.0,2.0,100.0,60.0,0.0,1.0,1125.0
5006,20140220.0,-33.87296382828057,151.23622215129137,4.0,1.0,2.0,2.0,181.0,60.0,0.0,3.0,1125.0
